Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
SP,SP Plus Corporation Common Stock,683667639,United States,2004,84563,Consumer Discretionary,Other Consumer Services
SPCB,SuperCom Ltd. Ordinary Shares (Israel),25243213,Israel,,32647,Technology,Semiconductors
SPCM,Sound Point Acquisition Corp I Ltd Class A Ordinary Share,340579688,United States,2022,478191,Finance,Blank Checks
SPCMW,Sound Point Acquisition Corp I Ltd Warrant,0,United States,2022,3626,Finance,Blank Checks
SPFI,South Plains Financial Inc. Common Stock,387198460,United States,2019,30310,Finance,Major Banks
SPI,SPI Energy Co. Ltd. Ordinary Shares,34489921,China,,45198,Technology,Semiconductors
SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,366921875,United States,2021,44257,Finance,Blank Checks
SPKBU,Silver Spike Acquisition Corp II Units,0,United States,2021,55,Finance,Blank Checks
SPKBW,Silver Spike Acquisition Corp II Warrant,0,United States,2021,112606,Finance,Blank Checks
SPLK,Splunk Inc. Common Stock,15458191000,United States,2012,2450222,Technology,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),1210861421,Curacao,1992,146298,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc. Common Stock,197038000,United States,,155198,Technology,Retail: Computer Software & Peripheral Equipment
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,167766469,United States,,1252728,Health Care,Biotechnology: Pharmaceutical Preparations
SPRB,Spruce Biosciences Inc. Common Stock,54424178,United States,2020,247882,Health Care, Medicinal Chemicals and Botanical Products 
SPRC,SciSparc Ltd. Ordinary Shares,3685240,Israel,,80828,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,Spero Therapeutics Inc. Common Stock,72486474,United States,2017,260019,Health Care,Biotechnology: Pharmaceutical Preparations
SPRY,ARS Pharmaceuticals Inc. Common Stock,793295596,United States,2020,125588,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,5350032026,United States,2010,151564,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,3577651410,United States,2019,540469,Technology,EDP Services
SPTN,SpartanNash Company Common Stock,871679779,United States,,382892,Consumer Discretionary,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,303464360,United States,2014,357739,Consumer Discretionary,Other Specialty Stores
SPWR,SunPower Corporation Common Stock,2384558562,United States,2005,6451766,Technology,Semiconductors
SQFT,Presidio Property Trust Inc. Class A Common Stock,12905969,United States,2020,54508,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,0,United States,,600,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,0,United States,,106,Real Estate,Real Estate Investment Trusts
SQL,SeqLL Inc. Common stock,5125462,United States,2021,55158,Health Care,Medical Specialities
SQLLW,SeqLL Inc. Warrant,0,United States,2021,4185,Health Care,Medical Specialities
SRAD,Sportradar Group AG Class A Ordinary Shares,3104216819,Switzerland,2021,318103,Technology,Computer Software: Programming Data Processing
SRCE,1st Source Corporation Common Stock,1152283830,United States,,73610,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,3960234048,United States,1996,704545,Utilities,Environmental Services
SRDX,Surmodics Inc. Common Stock,249730000,United States,1998,344836,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRGA,Surgalign Holdings Inc. Common Stock,21048055,United States,,29575,Health Care,Industrial Specialties
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),11514440494,United States,,2109650,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,484602608,United States,2018,196044,Health Care,Biotechnology: Pharmaceutical Preparations
SRTS,Sensus Healthcare Inc. Common Stock,86705317,United States,2016,93595,Health Care,Medical/Dental Instruments
SRZN,Surrozen Inc. Common Stock,30632575,United States,,490392,Health Care, Medicinal Chemicals and Botanical Products 
SRZNW,Surrozen Inc. Warrant,0,United States,,2264,Health Care, Medicinal Chemicals and Botanical Products 
SSB,SouthState Corporation Common Stock,5727807237,United States,,1083023,Finance,Major Banks
SSBI,Summit State Bank Common Stock,96444040,United States,2006,3941,Finance,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,209836772,United States,2021,22059,Finance,Commercial Banks
SSIC,Silver Spike Investment Corp. Common Stock,57294304,United States,2022,142,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences Inc. Common Stock,32948698,United States,2005,20199,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings Inc. Common Stock,14021356019,United States,2010,1688982,Technology,EDP Services
SSNT,SilverSun Technologies Inc. Common Stock,13368775,United States,,2390,Technology,Computer Software: Prepackaged Software
SSP,E.W. Scripps Company (The) Class A Common Stock,780644955,United States,,313750,Industrials,Broadcasting
SSRM,SSR Mining Inc. Common Stock,2859454194,Canada,,1899821,,
SSSS,SuRo Capital Corp. Common Stock,99503247,United States,2011,353839,Finance,Finance/Investors Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,0,United States,,277,Finance,Finance Companies
SSTI,ShotSpotter Inc. Common Stock,462836303,United States,2017,46971,Technology,Computer Software: Prepackaged Software
SSYS,Stratasys Ltd. Ordinary Shares (Israel),974378560,United States,1994,369112,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company Common Stock,3143532758,United States,,929434,Health Care,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc. Common Stock (DE),4804071,United States,,9634,Consumer Discretionary,Diversified Commercial Services
STBA,S&T Bancorp Inc. Common Stock,1302591082,United States,,181092,Finance,Major Banks
STBX,Starbox Group Holdings Ltd. Ordinary Shares,134306250,Malaysia,2022,917375,Consumer Discretionary,Advertising
STCN,Steel Connect Inc. Common Stock,67329868,United States,,170540,Consumer Discretionary,Advertising
STEL,Stellar Bancorp Inc. Common Stock,1408603000,United States,2017,187262,Finance,Major Banks
STEP,StepStone Group Inc. Class A Common Stock,1570578508,United States,2020,160932,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,1101616699,United States,2021,146880,Technology,Computer Software: Prepackaged Software
STGW,Stagwell Inc. Class A Common Stock,924682253,Canada,,1842528,Consumer Discretionary,Advertising
STIM,Neuronetics Inc. Common Stock,86019908,United States,2018,95731,Health Care,Managed Health Care
STIX,Semantix Inc. Class A Ordinary Shares,346920783,United States,,188559,Technology,EDP Services
STIXW,Semantix Inc. Warrant,0,United States,,43601,Technology,EDP Services
STKH,Steakholder Foods Ltd. American Depositary Shares,10931468,Israel,2021,51857,Consumer Staples,Packaged Foods
STKL,SunOpta Inc. Common Stock,816549905,Canada,,520041,Basic Materials,Precious Metals
STKS,The ONE Group Hospitality Inc. Common Stock,268126338,United States,,75850,Consumer Discretionary,Restaurants
STLD,Steel Dynamics Inc.,19497204969,United States,1996,2978914,Industrials,Steel/Iron Ore
STNE,StoneCo Ltd. Class A Common Shares,2991703998,Brazil,2018,5813531,Technology,EDP Services
STOK,Stoke Therapeutics Inc. Common Stock,327275200,United States,2019,346044,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Strategic Education Inc. Common Stock,2148253855,United States,1996,120950,Consumer Discretionary,Service to the Health Industry
STRC,Sarcos Technology and Robotics Corporation Common Stock,61686202,United States,,717701,Industrials,Wholesale Distributors
STRL,Sterling Infrastructure Inc. Common Stock,1176184176,United States,,175641,Industrials,Oilfield Services/Equipment
STRM,Streamline Health Solutions Inc. Common Stock,96459505,United States,,62505,Technology,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,286227821,United States,2018,513907,Health Care,Biotechnology: Pharmaceutical Preparations
STRR,Star Equity Holdings Inc. Common Stock,13016282,United States,2004,14874,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,0,United States,,4047,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRS,Stratus Properties Inc. Common Stock,159515694,United States,,6907,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,82912496,United States,,7213,Consumer Discretionary,Auto Parts:O.E.M.
STSA,Satsuma Pharmaceuticals Inc. Common Stock,28322691,United States,2019,93520,Health Care,Biotechnology: Pharmaceutical Preparations
STSS,Sharps Technology Inc. Common Stock,13637445,United States,2022,39096,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,0,United States,2022,3952,Finance,Investment Bankers/Brokers/Service
STTK,Shattuck Labs Inc. Common Stock,132258628,United States,2020,24058,Health Care,Biotechnology: Pharmaceutical Preparations
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),12822647954,Ireland,2002,1680171,Technology,Electronic Components
SUMO,Sumo Logic Inc. Common Stock,1458432753,United States,2020,2974956,Technology,Retail: Computer Software & Peripheral Equipment
SUNW,Sunworks Inc. Common Stock,25109778,United States,,553853,Technology,Semiconductors
SUPN,Supernus Pharmaceuticals Inc. Common Stock,1983933665,United States,2012,593428,Health Care,Biotechnology: Pharmaceutical Preparations
SURF,Surface Oncology Inc. Common Stock,26338004,United States,2018,192147,Health Care,Biotechnology: Pharmaceutical Preparations
SURG,SurgePays Inc. Common Stock,56430594,United States,,78286,Technology,Computer Software: Prepackaged Software
SURGW,SurgePays Inc. Warrant,0,United States,,123911,Technology,Computer Software: Prepackaged Software
SVC,Service Properties Trust Common Stock,1578424740,United States,,2081310,Real Estate,Real Estate Investment Trusts
SVFD,Save Foods Inc. Common Stock,3188245,Israel,,117400,,
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,317093337,United States,2022,686881,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,0,United States,2022,331718,,
SVIIU,Spring Valley Acquisition Corp. II Unit,0,United States,2022,1806,Finance,Blank Checks
SVNA,7 Acquisition Corporation Class A Ordinary Shares,299862500,United States,2021,300,Finance,Blank Checks
SVRA,Savara Inc. Common Stock,224666682,United States,,117261,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,6445168,Israel,2022,23000,,
SVREW,SaverOne 2014 Ltd. Warrant,0,Israel,2022,1145,,
SVVC,Firsthand Technology Value Fund Inc. Common Stock,6617334,United States,,1766,Finance,Finance/Investors Services
SWAG,Stran & Company Inc. Common Stock,29811384,United States,2021,18419,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,0,United States,2021,100,Consumer Discretionary,Advertising
SWAV,ShockWave Medical Inc. Common Stock,7771315626,United States,2019,487426,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,513590955,United States,,510885,Consumer Discretionary,Ordnance And Accessories
SWIM,Latham Group Inc. Common Stock,364891983,United States,2021,679647,Industrials,Engineering & Construction
SWKH,SWK Holdings Corporation Common Stock,232817538,United States,,6383,Finance,Finance/Investors Services
SWKS,Skyworks Solutions Inc. Common Stock,18562619194,United States,,1458478,Technology,Semiconductors
SWSS,Springwater Special Situations Corp. Common stock,230438850,United States,2021,350,Industrials,Consumer Electronics/Appliances
SWSSU,Springwater Special Situations Corp. Unit,0,United States,2021,11,Industrials,Consumer Electronics/Appliances
SWSSW,Springwater Special Situations Corp. Warrant,0,United States,2021,310,Industrials,Consumer Electronics/Appliances
SWTX,SpringWorks Therapeutics Inc. Common Stock,1663111212,United States,2019,1182602,Health Care,Biotechnology: Pharmaceutical Preparations
SWVL,Swvl Holdings Corp Class A Common Shares,6594102,United Arab Emirates,,97653,Technology,Computer Software: Prepackaged Software
SWVLW,Swvl Holdings Corp Warrant,0,United Arab Emirates,,92653,Consumer Discretionary,Business Services
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,5961636,China,2019,53764,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,223512633,China,2019,1095893,Technology,Computer Software: Prepackaged Software
SYBT,Stock Yards Bancorp Inc. Common Stock,1589056290,United States,,107001,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,47953559,United States,2015,146624,Health Care,Biotechnology: Pharmaceutical Preparations
SYM,Symbotic Inc. Class A Common Stock,1290629790,United States,2021,864815,Industrials,Consumer Electronics/Appliances
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,4335109430,United States,2002,462003,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,3617577430,United States,2014,1342673,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYPR,Sypris Solutions Inc. Common Stock,44965850,United States,,14407,Consumer Discretionary,Auto Parts:O.E.M.
SYRS,Syros Pharmaceuticals Inc. Common Stock,57239356,United States,2016,102973,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Siyata Mobile Inc. Common Shares,7937248,Canada,2020,1528658,Industrials,Metal Fabrications
SYTAW,Siyata Mobile Inc. Warrant,0,Canada,2020,400,Industrials,Metal Fabrications
TA,TravelCenters of America Inc. Common Stock,1225278396,United States,,451682,Energy,Food Chains
TACT,TransAct Technologies Incorporated Common Stock,63632042,United States,1996,20635,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,21346401,United States,1995,16685,Technology,Electronic Components
TALK,Talkspace Inc. Common Stock,104599691,United States,2020,158831,Health Care,Managed Health Care
TALKW,Talkspace Inc. Warrant,0,United States,2020,310,Health Care,Managed Health Care
TALS,Talaris Therapeutics Inc. Common Stock,77186782,United States,2021,73244,Health Care,Biotechnology: Pharmaceutical Preparations
TANH,Tantech Holdings Ltd. Common Shares,61533216,China,2015,6036,,
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,0,United States,,1979,Energy,Food Chains
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,0,United States,,5255,Energy,Food Chains
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,0,United States,,3626,Energy,Food Chains
